Image Name,Blurry
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93386.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93416.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93451.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93475.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93493.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93500.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93518.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93541.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93544.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93570.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93579.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93586.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93587.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93614.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93617.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93650.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93680.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93720.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93724.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93760.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93765.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93770.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93787.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93800.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93832.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93844.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93875.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93877.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93933.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93942.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93969.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93971.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93972.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93991.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94031.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94074.jpg,Yes
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94100.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94118.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94123.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94129.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94135.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94141.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94156.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94166.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94227.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94236.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94237.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94272.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94286.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94318.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94330.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94348.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94412.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94422.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94443.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94460.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94508.jpeg,Yes
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94514.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94539.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94544.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94581.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94586.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94601.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94620.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94641.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94646.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94647.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94657.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94695.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94710.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94723.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94766.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94773.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94789.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94805.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94822.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94837.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94856.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94884.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94918.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_94960.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95042.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95045.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95059.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95061.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95101.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95139.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95140.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95150.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95151.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95196.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95223.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95298.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95308.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95361.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95389.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95406.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95407.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95447.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95467.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95477.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95487.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95505.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95523.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95656.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95661.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95683.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95713.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95718.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95721.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95734.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95749.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95829.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95833.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95853.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95862.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95871.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95876.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95933.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95937.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95943.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_95970.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96053.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96068.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96087.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96116.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96127.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96161.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96194.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96207.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96215.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96217.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96218.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96292.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96336.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96346.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96376.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96400.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96438.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96448.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96464.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96466.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96492.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96499.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96513.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96535.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96536.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96539.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96556.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96559.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96561.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96564.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96581.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96585.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96643.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96647.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96657.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96661.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96663.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96685.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96691.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96720.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96753.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96838.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96863.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_96907.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97060.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97066.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97068.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97089.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97155.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97167.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97184.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97191.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97196.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97237.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97249.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97272.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97291.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97309.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97343.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97344.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97350.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97358.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97379.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97387.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97442.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97446.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97449.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97479.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97504.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97516.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97549.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97554.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97587.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97616.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97714.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97728.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97734.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97839.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97840.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97857.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97897.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97910.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97939.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97943.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_97965.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98016.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98029.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98036.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98048.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98060.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98104.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98125.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98134.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98182.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98195.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98278.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98296.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98304.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98332.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98339.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98356.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98376.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98379.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98393.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98400.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98495.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98516.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98536.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98558.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98572.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98588.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98600.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98613.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98632.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98638.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98646.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98685.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98727.jpg,Yes
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98742.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98749.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98765.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98775.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98779.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98790.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98812.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98818.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98867.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98874.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98940.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98946.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98947.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_98985.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99020.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99063.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99080.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99101.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99132.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99151.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99156.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99167.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99184.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99194.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99200.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99201.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99277.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99279.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99287.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99333.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99335.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99336.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99338.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99372.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99381.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99393.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99404.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99414.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99468.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99473.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99480.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99540.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99568.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99578.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99580.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99596.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99624.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99630.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99634.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99656.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99666.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99685.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99736.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99752.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99785.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99799.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99807.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99832.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99864.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99873.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99891.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99907.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99920.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99927.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99935.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99938.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99950.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99972.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99988.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99991.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_99992.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100000.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100020.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100021.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100048.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100071.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100104.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100110.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100112.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100130.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100132.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100172.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100204.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100229.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100240.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100243.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100269.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100281.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100285.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100321.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100362.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100430.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100470.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100471.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100485.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100495.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100499.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100549.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100575.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100602.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100610.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100634.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100646.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100733.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100754.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100759.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100800.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100808.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100820.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100837.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100864.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100886.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100915.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_100921.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101010.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101044.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101058.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101072.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101085.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101090.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101101.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101123.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101152.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101168.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101177.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101195.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101203.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101251.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101260.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101285.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_101304.jpg,No
